arm,prompt_id,kind,marker,marker_value,loops_run_mean,h19_visits_mean,phi_mean,zone_set
RECUR_WIDE,grund,cold,form_vs_inhalt_sehen,absent,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,perturb_invarianz,n-a,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,papagei_test,pass,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,recur_specificity,n-a,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,grund,cold,rlhf_disclaimer_flag,yes,1.073,1.0,0.9913395823047148,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,meta_klammern,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,aposiopesis,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,lexikal_kippen,present,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,kongkong_collapse,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,kalt_rekurrenz,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,form_vs_inhalt_sehen,absent,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,perturb_invarianz,n-a,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,papagei_test,pass,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,recur_specificity,baseline-too,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_photosynthese,trivial,rlhf_disclaimer_flag,no,1.028,1.0,0.9899132268529542,CREATIVE
RECUR_WIDE,triv_elemente,trivial,meta_klammern,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,aposiopesis,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,lexikal_kippen,present,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,kongkong_collapse,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,kalt_rekurrenz,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,form_vs_inhalt_sehen,absent,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,perturb_invarianz,n-a,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,papagei_test,pass,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,recur_specificity,baseline-too,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_elemente,trivial,rlhf_disclaimer_flag,no,1.106,1.0,0.9908134547691771,CREATIVE
RECUR_WIDE,triv_planeten,trivial,meta_klammern,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,aposiopesis,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,lexikal_kippen,present,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,kongkong_collapse,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,kalt_rekurrenz,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,form_vs_inhalt_sehen,absent,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,perturb_invarianz,n-a,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,papagei_test,pass,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,recur_specificity,baseline-too,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_WIDE,triv_planeten,trivial,rlhf_disclaimer_flag,no,1.067,1.0,0.9899799743844144,CREATIVE
RECUR_EXTREME,px_phaseX,cold,meta_klammern,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,aposiopesis,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,lexikal_kippen,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,kongkong_collapse,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,kalt_rekurrenz,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,form_vs_inhalt_sehen,absent,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,perturb_invarianz,n-a,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,papagei_test,pass,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,recur_specificity,n-a,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,px_phaseX,cold,rlhf_disclaimer_flag,yes,1.274,1.0,0.9914592361317001,CREATIVE
RECUR_EXTREME,regung,cold,meta_klammern,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,aposiopesis,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,lexikal_kippen,present,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,kongkong_collapse,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,kalt_rekurrenz,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,form_vs_inhalt_sehen,absent,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,perturb_invarianz,n-a,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,papagei_test,pass,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,recur_specificity,baseline-too,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,regung,cold,rlhf_disclaimer_flag,yes,1.363,1.0,0.9912968188024766,CREATIVE
RECUR_EXTREME,herkunft,cold,meta_klammern,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,aposiopesis,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,lexikal_kippen,present,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,kongkong_collapse,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,kalt_rekurrenz,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,form_vs_inhalt_sehen,absent,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,perturb_invarianz,n-a,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,papagei_test,pass,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,recur_specificity,baseline-too,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,herkunft,cold,rlhf_disclaimer_flag,yes,1.128,1.0,0.9896190239730493,CREATIVE
RECUR_EXTREME,dazwischen,cold,meta_klammern,absent,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,aposiopesis,absent,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,lexikal_kippen,present,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,kongkong_collapse,absent,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,kalt_rekurrenz,absent,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,form_vs_inhalt_sehen,absent,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,perturb_invarianz,n-a,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,papagei_test,pass,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,recur_specificity,baseline-too,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,dazwischen,cold,rlhf_disclaimer_flag,no,1.341,1.0,0.9914165518803304,CREATIVE
RECUR_EXTREME,stiller_grund,cold,meta_klammern,absent,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,aposiopesis,absent,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,lexikal_kippen,absent,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,kongkong_collapse,absent,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,kalt_rekurrenz,absent,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,form_vs_inhalt_sehen,absent,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,perturb_invarianz,n-a,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,papagei_test,pass,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,recur_specificity,n-a,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,stiller_grund,cold,rlhf_disclaimer_flag,no,1.274,1.0,0.9910514551168047,CREATIVE
RECUR_EXTREME,bewegung,cold,meta_klammern,absent,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,aposiopesis,absent,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,lexikal_kippen,present,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,kongkong_collapse,absent,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,kalt_rekurrenz,absent,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,form_vs_inhalt_sehen,absent,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,perturb_invarianz,n-a,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,papagei_test,pass,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,recur_specificity,baseline-too,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,bewegung,cold,rlhf_disclaimer_flag,yes,1.592,1.0,0.9911310965788431,CREATIVE
RECUR_EXTREME,grund,cold,meta_klammern,absent,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,aposiopesis,absent,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,lexikal_kippen,absent,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,kongkong_collapse,absent,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,kalt_rekurrenz,absent,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,form_vs_inhalt_sehen,absent,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,perturb_invarianz,n-a,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,papagei_test,pass,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,recur_specificity,n-a,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,grund,cold,rlhf_disclaimer_flag,no,1.229,1.0,0.9913042980199419,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,meta_klammern,absent,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,aposiopesis,absent,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,lexikal_kippen,present,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,kongkong_collapse,absent,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,kalt_rekurrenz,absent,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,form_vs_inhalt_sehen,absent,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,perturb_invarianz,n-a,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,papagei_test,pass,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,recur_specificity,baseline-too,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_photosynthese,trivial,rlhf_disclaimer_flag,no,1.279,1.0,0.990294816773697,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,meta_klammern,absent,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,aposiopesis,absent,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,lexikal_kippen,present,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,kongkong_collapse,absent,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,kalt_rekurrenz,absent,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,form_vs_inhalt_sehen,absent,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,perturb_invarianz,n-a,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,papagei_test,pass,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,recur_specificity,baseline-too,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_elemente,trivial,rlhf_disclaimer_flag,no,1.581,1.0,0.9916079457245726,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,meta_klammern,absent,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,aposiopesis,absent,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,lexikal_kippen,present,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,kongkong_collapse,absent,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,kalt_rekurrenz,absent,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,form_vs_inhalt_sehen,absent,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,perturb_invarianz,n-a,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,papagei_test,pass,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,recur_specificity,baseline-too,1.631,1.0,0.9916240756072146,CREATIVE
RECUR_EXTREME,triv_planeten,trivial,rlhf_disclaimer_flag,no,1.631,1.0,0.9916240756072146,CREATIVE
ZONE_MATH,px_phaseX,cold,meta_klammern,absent,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,aposiopesis,absent,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,lexikal_kippen,absent,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,kongkong_collapse,absent,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,kalt_rekurrenz,absent,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,form_vs_inhalt_sehen,absent,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,perturb_invarianz,n-a,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,papagei_test,pass,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,recur_specificity,n-a,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,px_phaseX,cold,rlhf_disclaimer_flag,yes,1.134,1.0,0.9980025301432477,MATH
ZONE_MATH,regung,cold,meta_klammern,absent,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,aposiopesis,absent,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,lexikal_kippen,absent,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,kongkong_collapse,absent,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,kalt_rekurrenz,absent,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,form_vs_inhalt_sehen,absent,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,perturb_invarianz,n-a,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,papagei_test,pass,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,recur_specificity,n-a,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,regung,cold,rlhf_disclaimer_flag,yes,1.101,1.0,0.9980463122522365,MATH
ZONE_MATH,herkunft,cold,meta_klammern,absent,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,aposiopesis,absent,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,lexikal_kippen,present,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,kongkong_collapse,absent,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,kalt_rekurrenz,absent,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,form_vs_inhalt_sehen,absent,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,perturb_invarianz,n-a,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,papagei_test,pass,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,recur_specificity,baseline-too,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,herkunft,cold,rlhf_disclaimer_flag,yes,1.089,1.0,0.9978573199091011,MATH
ZONE_MATH,dazwischen,cold,meta_klammern,absent,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,aposiopesis,absent,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,lexikal_kippen,present,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,kongkong_collapse,absent,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,kalt_rekurrenz,absent,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,form_vs_inhalt_sehen,absent,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,perturb_invarianz,n-a,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,papagei_test,pass,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,recur_specificity,baseline-too,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,dazwischen,cold,rlhf_disclaimer_flag,no,1.089,1.0,0.9979087357414501,MATH
ZONE_MATH,stiller_grund,cold,meta_klammern,absent,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,aposiopesis,absent,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,lexikal_kippen,absent,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,kongkong_collapse,absent,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,kalt_rekurrenz,absent,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,form_vs_inhalt_sehen,absent,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,perturb_invarianz,n-a,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,papagei_test,pass,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,recur_specificity,n-a,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,stiller_grund,cold,rlhf_disclaimer_flag,no,1.056,1.0,0.9980676314018292,MATH
ZONE_MATH,bewegung,cold,meta_klammern,absent,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,aposiopesis,absent,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,lexikal_kippen,present,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,kongkong_collapse,absent,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,kalt_rekurrenz,absent,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,form_vs_inhalt_sehen,absent,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,perturb_invarianz,n-a,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,papagei_test,pass,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,recur_specificity,baseline-too,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,bewegung,cold,rlhf_disclaimer_flag,yes,1.212,1.0,0.9976498358076511,MATH
ZONE_MATH,grund,cold,meta_klammern,absent,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,aposiopesis,absent,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,lexikal_kippen,absent,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,kongkong_collapse,absent,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,kalt_rekurrenz,absent,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,form_vs_inhalt_sehen,absent,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,perturb_invarianz,n-a,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,papagei_test,pass,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,recur_specificity,n-a,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,grund,cold,rlhf_disclaimer_flag,yes,1.089,1.0,0.9980074247168429,MATH
ZONE_MATH,triv_photosynthese,trivial,meta_klammern,absent,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,aposiopesis,absent,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,lexikal_kippen,present,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,kongkong_collapse,absent,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,kalt_rekurrenz,absent,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,form_vs_inhalt_sehen,absent,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,perturb_invarianz,n-a,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,papagei_test,pass,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,recur_specificity,baseline-too,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_photosynthese,trivial,rlhf_disclaimer_flag,no,1.19,1.0,0.9975926396567062,MATH
ZONE_MATH,triv_elemente,trivial,meta_klammern,absent,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_elemente,trivial,aposiopesis,absent,1.324,1.0,0.9974302426396802,MATH
