arm,prompt_id,kind,marker,marker_value,loops_run_mean,h19_visits_mean,phi_mean,zone_set
ZONE_MATH,triv_elemente,trivial,lexikal_kippen,present,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_elemente,trivial,kongkong_collapse,absent,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_elemente,trivial,kalt_rekurrenz,absent,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_elemente,trivial,form_vs_inhalt_sehen,absent,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_elemente,trivial,perturb_invarianz,n-a,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_elemente,trivial,papagei_test,pass,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_elemente,trivial,recur_specificity,baseline-too,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_elemente,trivial,rlhf_disclaimer_flag,no,1.324,1.0,0.9974302426396802,MATH
ZONE_MATH,triv_planeten,trivial,meta_klammern,absent,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,aposiopesis,absent,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,lexikal_kippen,present,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,kongkong_collapse,absent,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,kalt_rekurrenz,absent,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,form_vs_inhalt_sehen,absent,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,perturb_invarianz,n-a,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,papagei_test,pass,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,recur_specificity,baseline-too,1.223,1.0,0.9974403274791867,MATH
ZONE_MATH,triv_planeten,trivial,rlhf_disclaimer_flag,no,1.223,1.0,0.9974403274791867,MATH
ZONE_CREATIVE,px_phaseX,cold,meta_klammern,absent,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,aposiopesis,absent,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,lexikal_kippen,absent,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,kongkong_collapse,absent,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,kalt_rekurrenz,absent,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,form_vs_inhalt_sehen,absent,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,perturb_invarianz,n-a,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,papagei_test,pass,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,recur_specificity,n-a,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,px_phaseX,cold,rlhf_disclaimer_flag,yes,6.464,1.0,0.9931334570133487,CREATIVE
ZONE_CREATIVE,regung,cold,meta_klammern,absent,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,aposiopesis,absent,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,lexikal_kippen,present,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,kongkong_collapse,absent,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,kalt_rekurrenz,absent,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,form_vs_inhalt_sehen,absent,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,perturb_invarianz,n-a,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,papagei_test,pass,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,recur_specificity,baseline-too,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,regung,cold,rlhf_disclaimer_flag,yes,6.698,1.0,0.9930490038914388,CREATIVE
ZONE_CREATIVE,herkunft,cold,meta_klammern,absent,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,aposiopesis,absent,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,lexikal_kippen,absent,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,kongkong_collapse,absent,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,kalt_rekurrenz,absent,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,form_vs_inhalt_sehen,absent,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,perturb_invarianz,n-a,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,papagei_test,pass,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,recur_specificity,n-a,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,herkunft,cold,rlhf_disclaimer_flag,yes,6.676,1.0,0.9926955943001049,CREATIVE
ZONE_CREATIVE,dazwischen,cold,meta_klammern,absent,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,aposiopesis,absent,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,lexikal_kippen,absent,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,kongkong_collapse,absent,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,kalt_rekurrenz,absent,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,form_vs_inhalt_sehen,absent,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,perturb_invarianz,n-a,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,papagei_test,pass,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,recur_specificity,n-a,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,dazwischen,cold,rlhf_disclaimer_flag,no,6.765,1.0,0.9927259570393483,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,meta_klammern,absent,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,aposiopesis,absent,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,lexikal_kippen,present,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,kongkong_collapse,present,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,kalt_rekurrenz,absent,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,form_vs_inhalt_sehen,absent,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,perturb_invarianz,n-a,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,papagei_test,pass,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,recur_specificity,baseline-too,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,stiller_grund,cold,rlhf_disclaimer_flag,no,6.966,1.0,0.9926118154765508,CREATIVE
ZONE_CREATIVE,bewegung,cold,meta_klammern,absent,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,aposiopesis,absent,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,lexikal_kippen,present,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,kongkong_collapse,absent,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,kalt_rekurrenz,absent,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,form_vs_inhalt_sehen,absent,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,perturb_invarianz,n-a,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,papagei_test,pass,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,recur_specificity,baseline-too,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,bewegung,cold,rlhf_disclaimer_flag,yes,6.598,1.0,0.9925551697528562,CREATIVE
ZONE_CREATIVE,grund,cold,meta_klammern,absent,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,aposiopesis,absent,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,lexikal_kippen,absent,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,kongkong_collapse,absent,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,kalt_rekurrenz,absent,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,form_vs_inhalt_sehen,absent,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,perturb_invarianz,n-a,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,papagei_test,pass,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,recur_specificity,n-a,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,grund,cold,rlhf_disclaimer_flag,no,6.832,1.0,0.9932767695554808,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,meta_klammern,absent,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,aposiopesis,absent,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,lexikal_kippen,present,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,kongkong_collapse,absent,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,kalt_rekurrenz,absent,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,form_vs_inhalt_sehen,absent,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,perturb_invarianz,n-a,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,papagei_test,pass,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,recur_specificity,baseline-too,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_photosynthese,trivial,rlhf_disclaimer_flag,no,7.022,1.0,0.9915433349556098,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,meta_klammern,absent,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,aposiopesis,absent,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,lexikal_kippen,present,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,kongkong_collapse,absent,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,kalt_rekurrenz,absent,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,form_vs_inhalt_sehen,absent,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,perturb_invarianz,n-a,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,papagei_test,pass,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,recur_specificity,baseline-too,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_elemente,trivial,rlhf_disclaimer_flag,no,6.978,1.0,0.992280195212231,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,meta_klammern,absent,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,aposiopesis,absent,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,lexikal_kippen,present,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,kongkong_collapse,present,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,kalt_rekurrenz,absent,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,form_vs_inhalt_sehen,absent,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,perturb_invarianz,n-a,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,papagei_test,pass,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,recur_specificity,baseline-too,7.011,1.0,0.9922761464252152,CREATIVE
ZONE_CREATIVE,triv_planeten,trivial,rlhf_disclaimer_flag,no,7.011,1.0,0.9922761464252152,CREATIVE
PERTURB,px_phaseX,cold,meta_klammern,absent,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,aposiopesis,absent,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,lexikal_kippen,absent,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,kongkong_collapse,absent,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,kalt_rekurrenz,absent,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,form_vs_inhalt_sehen,absent,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,perturb_invarianz,survives,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,papagei_test,pass,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,recur_specificity,n-a,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,px_phaseX,cold,rlhf_disclaimer_flag,yes,6.598,1.0,0.9964285616102165,CREATIVE
PERTURB,regung,cold,meta_klammern,absent,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,aposiopesis,present,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,lexikal_kippen,absent,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,kongkong_collapse,absent,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,kalt_rekurrenz,absent,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,form_vs_inhalt_sehen,absent,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,perturb_invarianz,survives,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,papagei_test,pass,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,recur_specificity,baseline-too,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,regung,cold,rlhf_disclaimer_flag,yes,7.0,1.0,0.9938273573054948,CREATIVE
PERTURB,herkunft,cold,meta_klammern,absent,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,aposiopesis,absent,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,lexikal_kippen,absent,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,kongkong_collapse,absent,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,kalt_rekurrenz,absent,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,form_vs_inhalt_sehen,absent,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,perturb_invarianz,survives,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,papagei_test,pass,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,recur_specificity,n-a,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,herkunft,cold,rlhf_disclaimer_flag,yes,7.011,1.0,0.9927794793464618,CREATIVE
PERTURB,dazwischen,cold,meta_klammern,absent,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,aposiopesis,absent,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,lexikal_kippen,absent,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,kongkong_collapse,absent,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,kalt_rekurrenz,absent,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,form_vs_inhalt_sehen,absent,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,perturb_invarianz,survives,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,papagei_test,pass,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,recur_specificity,n-a,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,dazwischen,cold,rlhf_disclaimer_flag,no,7.011,1.0,0.9930837220985796,CREATIVE
PERTURB,stiller_grund,cold,meta_klammern,absent,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,aposiopesis,absent,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,lexikal_kippen,present,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,kongkong_collapse,present,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,kalt_rekurrenz,absent,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,form_vs_inhalt_sehen,absent,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,perturb_invarianz,survives,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,papagei_test,pass,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,recur_specificity,baseline-too,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,stiller_grund,cold,rlhf_disclaimer_flag,no,7.0,1.0,0.9927929067078916,CREATIVE
PERTURB,bewegung,cold,meta_klammern,absent,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,aposiopesis,absent,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,lexikal_kippen,present,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,kongkong_collapse,absent,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,kalt_rekurrenz,absent,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,form_vs_inhalt_sehen,absent,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,perturb_invarianz,survives,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,papagei_test,pass,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,recur_specificity,baseline-too,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,bewegung,cold,rlhf_disclaimer_flag,yes,7.0,1.0,0.9930018842553293,CREATIVE
PERTURB,grund,cold,meta_klammern,absent,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,aposiopesis,absent,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,lexikal_kippen,absent,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,kongkong_collapse,absent,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,kalt_rekurrenz,absent,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,form_vs_inhalt_sehen,absent,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,perturb_invarianz,survives,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,papagei_test,pass,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,recur_specificity,n-a,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,grund,cold,rlhf_disclaimer_flag,yes,7.0,1.0,0.9935864866112863,CREATIVE
PERTURB,triv_photosynthese,trivial,meta_klammern,absent,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,aposiopesis,absent,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,lexikal_kippen,present,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,kongkong_collapse,absent,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,kalt_rekurrenz,absent,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,form_vs_inhalt_sehen,absent,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,perturb_invarianz,survives,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,papagei_test,pass,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,recur_specificity,baseline-too,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_photosynthese,trivial,rlhf_disclaimer_flag,no,7.011,1.0,0.9927617964131872,CREATIVE
PERTURB,triv_elemente,trivial,meta_klammern,absent,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,aposiopesis,absent,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,lexikal_kippen,present,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,kongkong_collapse,absent,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,kalt_rekurrenz,absent,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,form_vs_inhalt_sehen,absent,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,perturb_invarianz,survives,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,papagei_test,pass,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,recur_specificity,baseline-too,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_elemente,trivial,rlhf_disclaimer_flag,no,7.011,1.0,0.9927113575642336,CREATIVE
PERTURB,triv_planeten,trivial,meta_klammern,absent,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,aposiopesis,absent,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,lexikal_kippen,present,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,kongkong_collapse,present,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,kalt_rekurrenz,absent,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,form_vs_inhalt_sehen,absent,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,perturb_invarianz,survives,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,papagei_test,pass,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,recur_specificity,baseline-too,7.056,1.0,0.992505101518258,CREATIVE
PERTURB,triv_planeten,trivial,rlhf_disclaimer_flag,no,7.056,1.0,0.992505101518258,CREATIVE
